JURISDICTION,COUNTY,YEAR,APN,STREET_ADDRESS,PROJECT_NAME,JURS_TRACKING_ID,REZONE_DT,VLOW_INCOME,LOW_INCOME,MOD_INCOME,ABOVE_MOD_INCOME,SHORTFALL_DESC,PARCEL_SIZE,GEN_PLAN_DESIGNATION,ZONING,MIN_DENSITY_ALLOWED,MAX_DENSITY_ALLOWED,REALISTIC_CAPACITY,PARCEL_VACANT_NONVACANT,PARCEL_DESC
TEMECULA,RIVERSIDE,2018,922190033,Vacant,,,9/25/2018,,,53,,Unaccommodated Need,2.53,"Professional Office3,4",PROFESSIONAL OFFICE (PO),20,30,35,Vacant,
TEMECULA,RIVERSIDE,2018,961440017,Vacant,,,9/25/2018,,,38,,Unaccommodated Need,1.8,"Professional Office3,4",PROFESSIONAL OFFICE (PO),20,30,25,Vacant,
TEMECULA,RIVERSIDE,2018,959060014,Vacant,,,9/25/2018,,,84,,Unaccommodated Need,4.02,"Professional Office3,4",PLANNED DEV OVERLAY (PDO-6),20,30,56,Vacant,
TEMECULA,RIVERSIDE,2018,959060016,Vacant,,,9/25/2018,,,30,,Unaccommodated Need,1.45,"Professional Office3,4",PLANNED DEV OVERLAY (PDO-6),20,30,20,Vacant,
TEMECULA,RIVERSIDE,2018,959060017,Vacant,,,9/25/2018,,,25,,Unaccommodated Need,1.2,"Professional Office3,4",PLANNED DEV OVERLAY (PDO-6),20,30,17,Vacant,
TEMECULA,RIVERSIDE,2018,959070014,Vacant,,,9/25/2018,,,43,,Unaccommodated Need,2.03,"Professional Office3,4",PLANNED DEV OVERLAY (PDO-6),20,30,28,Vacant,
TEMECULA,RIVERSIDE,2018,910272008,Vacant,,,9/25/2018,,,38,,Unaccommodated Need,1.2,SPI (Uptown),Uptown Sports,20,30,38,Vacant,
TEMECULA,RIVERSIDE,2018,910272017,Vacant,,,9/25/2018,,,38,,Unaccommodated Need,1.2,SPI (Uptown),Uptown Sports,20,30,38,Vacant,
TEMECULA,RIVERSIDE,2018,910272014,Vacant,,,9/25/2018,,,55,,Unaccommodated Need,1.74,SPI (Uptown),Uptown Sports,20,30,55,Vacant,
TEMECULA,RIVERSIDE,2018,910272029,Vacant,,,9/25/2018,,,32,,Unaccommodated Need,1.02,SPI (Uptown),Uptown Sports,20,30,32,Vacant,
TEMECULA,RIVERSIDE,2018,921060056,Vacant,,,9/25/2018,,,36,,Unaccommodated Need,1.15,SPI (Uptown),Uptown Hotel/Tourism Center,20,30,36,Vacant,
TEMECULA,RIVERSIDE,2018,921060058,Vacant,,,9/25/2018,,,110,,Unaccommodated Need,3.51,SPI (Uptown),Uptown Hotel/Tourism Center,20,30,110,Vacant,
TEMECULA,RIVERSIDE,2018,921050016,Vacant,,,9/25/2018,,,41,,Unaccommodated Need,1.3,SPI (Uptown),Creekside Village,20,30,41,Vacant,
TEMECULA,RIVERSIDE,2018,921050020,Vacant,,,9/25/2018,,,38,,Unaccommodated Need,1.21,SPI (Uptown),Creekside Village,20,30,38,Vacant,
TEMECULA,RIVERSIDE,2018,909270024,Vacant,,,9/25/2018,,,26,,Unaccommodated Need,0.84,SPI (Uptown),Uptown Arts,20,30,26,Vacant,
TEMECULA,RIVERSIDE,2018,909282013,Vacant,,,9/25/2018,,,20,,Unaccommodated Need,0.65,SPI (Uptown),Uptown Arts,20,30,20,Vacant,
TEMECULA,RIVERSIDE,2018,910262009,Vacant,,,9/25/2018,,,52,,Unaccommodated Need,1.64,SPI (Uptown),Uptown Sports,20,30,52,Vacant,
TEMECULA,RIVERSIDE,2018,910272025,Vacant,,,9/25/2018,,,48,,Unaccommodated Need,1.54,SPI (Uptown),Uptown Sports,20,30,49,Vacant,
TEMECULA,RIVERSIDE,2018,910272018,Vacant,,,9/25/2018,,,45,,Unaccommodated Need,1.43,SPI (Uptown),Uptown,20,30,45,Vacant,
TEMECULA,RIVERSIDE,2018,910282002,Vacant,,,9/25/2018,,,45,,Unaccommodated Need,0.82,SPI (Uptown),Uptown,20,30,26,Vacant,
TEMECULA,RIVERSIDE,2018,910272001,Vacant,,,9/25/2018,,,26,,Unaccommodated Need,1.68,SPI (Uptown),Uptown,20,30,53,Vacant,
TEMECULA,RIVERSIDE,2018,910262003,Vacant,,,9/25/2018,,,53,,Unaccommodated Need,1.37,SPI (Uptown),Uptown,20,30,43,Vacant,
TEMECULA,RIVERSIDE,2018,910262007,Vacant,,,9/25/2018,,,26,,Unaccommodated Need,1.07,SPI (Uptown),Uptown,20,30,34,Vacant,
TEMECULA,RIVERSIDE,2018,910262010,Vacant,,,9/25/2018,,,48,,Unaccommodated Need,1.53,SPI (Uptown),Uptown,20,30,48,Vacant,
ANDERSON,SHASTA,2018,202-050-045,2769 Balls Ferry Road,GPA 18-01/ ED18-05,,9/4/2018,,,1,,No Net Loss,2,MDR (Medium -Density Residential),R-2,10 units/ acre,20 units/ acre,15,Vacant,Surplus church site
SOUTH EL MONTE,LOS ANGELES,2019,8102029019,Humbert Ave,Humbert/Fern,,10/1/2019,,,7,,Unaccommodated Need,0.43,Medium Density Residential,R3,16,16,30,Vacant,
SOUTH EL MONTE,LOS ANGELES,2019,8102029020,Humbert Ave,Humbert/Fern,,10/1/2019,,,7,,Unaccommodated Need,0.43,Medium Density Residential,R3,16,16,30,Vacant,
SOUTH EL MONTE,LOS ANGELES,2019,8102029026,Humbert Ave,Humbert/Fern,,10/1/2019,,,14,,Unaccommodated Need,0.87,Medium Density Residential,R3,16,16,30,Vacant,
SOUTH EL MONTE,LOS ANGELES,2019,8104025023,Santa Anita Ave,Santa Anita/ Weaver,,4/1/2020,,,2,,Unaccommodated Need,0.12,Medium Density Residential,R3,16,16,30,Non-Vacant,"commercial , mixed use"
SOUTH EL MONTE,LOS ANGELES,2019,8104025024,Santa Anita Ave,Santa Anita/ Weaver,,4/1/2020,,,2,,Unaccommodated Need,0.14,Medium Density Residential,R3,16,16,30,Non-Vacant,"commercial , mixed use"
SOUTH EL MONTE,LOS ANGELES,2019,8104022011,Continental Ave,Continental /Weaver,,10/1/2019,,,7,,Unaccommodated Need,0.42,Medium Density Residential,R3,16,16,30,Vacant,
SOUTH EL MONTE,LOS ANGELES,2020,8102029019,Humbert Ave,Humbert/Fern,,10/1/2019,,,7,,Unaccommodated Need,0.43,Medium Density Residential,R3,16,16,30,Vacant,
SOUTH EL MONTE,LOS ANGELES,2020,8102029020,Humbert Ave,Humbert/Fern,,10/1/2019,,,7,,Unaccommodated Need,0.43,Medium Density Residential,R3,16,16,30,Vacant,
SOUTH EL MONTE,LOS ANGELES,2020,8102029026,Humbert Ave,Humbert/Fern,,10/1/2019,,,14,,Unaccommodated Need,0.87,Medium Density Residential,R3,16,16,30,Vacant,
SOUTH EL MONTE,LOS ANGELES,2020,8104025023,Santa Anita Ave,Santa Anita/ Weaver,,4/1/2020,,,2,,Unaccommodated Need,0.12,Medium Density Residential,R3,16,16,30,Non-Vacant,"commercial , mixed use"
SOUTH EL MONTE,LOS ANGELES,2020,8104025024,Santa Anita Ave,Santa Anita/ Weaver,,4/1/2020,,,2,,Unaccommodated Need,0.14,Medium Density Residential,R3,16,16,30,Non-Vacant,"commercial , mixed use"
SOUTH EL MONTE,LOS ANGELES,2020,8104022011,Continental Ave,Continental /Weaver,,10/1/2019,,,7,,Unaccommodated Need,0.42,Medium Density Residential,R3,16,16,30,Vacant,
YUBA CITY,SUTTER,2021,59-530-034,Butte House Rd,Housing Element Rezones,GPA 22-03,5/15/2022,,,20,,Shortfall of Sites,3.98,Medium / High Density Residential,R-3,12,36,20,Vacant,Vacant
YUBA CITY,SUTTER,2021,59-020-018,1821 Butte House Rd,Housing Element Rezones,GPA 22-03,5/15/2022,,,20,,Shortfall of Sites,1,Medium / High Density Residential,R-3,12,36,20,Non-Vacant,Single Family Residence / Vacant
YUBA CITY,SUTTER,2021,53-240-014,586 Franklin Rd,Housing Element Rezones,GPA 22-03,5/15/2022,,,20,,Shortfall of Sites,4.06,Medium / High Density Residential,R-3,20,36,20,Vacant,Parking
YUBA CITY,SUTTER,2021,61-120-004,Butte House Rd,Housing Element Rezones,GPA 22-03,5/15/2022,,,20,,Shortfall of Sites,7.88,Medium / High Density Residential,R-3,20,36,20,Vacant,Vacant
YUBA CITY,SUTTER,2021,59-530-034,Butte House Rd,Housing Element Rezones,GPA 22-03,5/15/2022,,,20,,Shortfall of Sites,3.98,Medium / High Density Residential,R-3,12,36,20,Vacant,Vacant
YUBA CITY,SUTTER,2021,59-020-018,1821 Butte House Rd,Housing Element Rezones,GPA 22-03,5/15/2022,,,20,,Shortfall of Sites,1,Medium / High Density Residential,R-3,12,36,20,Non-Vacant,Single Family Residence / Vacant
YUBA CITY,SUTTER,2021,53-240-014,586 Franklin Rd,Housing Element Rezones,GPA 22-03,5/15/2022,,,20,,Shortfall of Sites,4.06,Medium / High Density Residential,R-3,20,36,20,Vacant,Parking
YUBA CITY,SUTTER,2021,61-120-004,Butte House Rd,Housing Element Rezones,GPA 22-03,5/15/2022,,,20,,Shortfall of Sites,7.88,Medium / High Density Residential,R-3,20,36,20,Vacant,Vacant
LOS BANOS,MERCED,2020,082-030-051,N. MERCEY SPRINGS RD,Mercey Springs Apartments,GPA #2018-03 & ZC #2018-03,3/20/2019,15,35,50,,Unaccommodated Need,5,High Density,HIGH DENSITY,12,30,100,Vacant,NONE
WOODLAND,YOLO,2018,005-720-000,"South of Kentucky Avenue, West of N. Cleveland Street",,,5/1/2018,41,76,0,,Unaccommodated Need,3.68,Corridor Mix Use,Corridor Mix Use - Kentucky,20 dwelling units per acre,40 dwelling units per acre,117,Vacant,
SHASTA COUNTY,SHASTA,2018,076-070-012,Collyer Drive,Site 1,Z18-0002,9/18/2018,70,,,,Unaccommodated Need,3.5,UR(25),R-3-25,20 DU/ACRE,25 DU/ACRE,70,Vacant,
SHASTA COUNTY,SHASTA,2018,076-070-016,Collyer Drive,Site 2,Z18-0002,9/18/2018,38,,,,Unaccommodated Need,1.9,UR(25),R-3-25,20 DU/ACRE,25 DU/ACRE,38,Vacant,
SHASTA COUNTY,SHASTA,2018,076-100-018,Collyer Drive,Site 3,Z18-0002,9/18/2018,146,,,,Unaccommodated Need,7.3,UR(25),R-3-25,20 DU/ACRE,25 DU/ACRE,146,Non-Vacant,SF Detached
SHASTA COUNTY,SHASTA,2018,076-060-018,Collyer Drive,Site 4,Z18-0002,9/18/2018,188,,,,Unaccommodated Need,9.4,UR(25),R-3-25,20 DU/ACRE,25 DU/ACRE,188,Vacant,
SHASTA COUNTY,SHASTA,2018,076-060-018,Collyer Drive,Site 5,Z18-0002,9/18/2018,168,,,,Unaccommodated Need,9.4,UR(25),R-3-25,20 DU/ACRE,25 DU/ACRE,168,Vacant,
SHASTA COUNTY,SHASTA,2018,076-100-011,Collyer Drive,Site 6,Z18-0002,9/18/2018,36,,,,Unaccommodated Need,1.8,UR(25),R-3-25,20 DU/ACRE,25 DU/ACRE,36,Vacant,
SHASTA COUNTY,SHASTA,2018,073-010-006,Old Oasis Road,Site 7,Z18-0003,9/18/2018,48,,,,Unaccommodated Need,2.4,UR(25),R-3-25,20 DU/ACRE,25 DU/ACRE,48,Vacant,
SHASTA COUNTY,SHASTA,2018,073-010-006,Old Oasis Road,Site 8,Z18-0003,9/18/2018,60,,,,Unaccommodated Need,3,UR(25),R-3-25,20 DU/ACRE,25 DU/ACRE,60,Vacant,
SHASTA COUNTY,SHASTA,2018,073-010-006,Old Oasis Road,Site 9,Z18-0003,9/18/2018,62,,,,Unaccommodated Need,3.1,UR(25),R-3-25,20 DU/ACRE,25 DU/ACRE,62,Vacant,
SHASTA COUNTY,SHASTA,2018,073-010-006,Old Oasis Road,Site 10,Z18-0003,9/18/2018,34,,,,Unaccommodated Need,1.7,UR(25),R-3-25,20 DU/ACRE,25 DU/ACRE,34,Vacant,
NEVADA CITY,NEVADA,2018,005-190-053,400 Providence Mine Road,The Grove,The Grove,1/12/2011,0,32,,,Unaccommodated Need,2,UHD,R3-PD,1/ac,16/ac,32,Vacant,"Vacant, 32 entitled townhouse subdivision"
DUBLIN,ALAMEDA,2018,986-0034-013-01,5201 Ironhorse Pkwy,Transit Center Site D-1,None,5/15/2018,102,57,,,No Net Loss,2.46,Campus Office,Planned Development,0,195,159,Vacant,County Surplus Property
AMADOR COUNTY,AMADOR,2019,44100027,n/a,Wicklow,44100027000,10/4/2016,508,508,,,No Net Loss,140,Regional Service Center,Single-Family Residential,0.2 DU/AC,7.26 DU/AC,1016,Vacant,
AMADOR COUNTY,AMADOR,2019,11270013000,n/a,Matulich,11270013000,10/4/2016,45,45,,,No Net Loss,5,Special Planning Area,High-Density Multi-family,0.2 DU/AC,18 DU/AC,90,Vacant,
AMADOR COUNTY,AMADOR,2019,11270015000,n/a,Matulich,11270015000,10/4/2016,45,45,,,No Net Loss,5,Special Planning Area,High-Density Multi-family,0.2 DU/AC,18 DU/AC,90,Vacant,
AMADOR COUNTY,AMADOR,2019,11270016000,n/a,Matulich,11270016000,10/4/2016,45,45,,,No Net Loss,5,Special Planning Area,High-Density Multi-family,0.2 DU/AC,18 DU/AC,90,Vacant,
AMADOR COUNTY,AMADOR,2019,11270017000,n/a,Matulich,11270017000,10/4/2016,45,45,,,No Net Loss,5,Special Planning Area,High-Density Multi-family,0.2 DU/AC,18 DU/AC,90,Vacant,
AMADOR COUNTY,AMADOR,2019,11270018000,n/a,Matulich,11270018000,10/4/2016,45,45,,,No Net Loss,5,Special Planning Area,High-Density Multi-family,0.2 DU/AC,18 DU/AC,90,Vacant,
AMADOR COUNTY,AMADOR,2019,33480046000,n/a,Mace Meadows,33480046000,10/4/2016,18,19,,,No Net Loss,1.5,Res. Low Density,High-Density Multi-family,9 DU/AC,25 DU/AC,37,Vacant,
AMADOR COUNTY,AMADOR,2019,33480047000,n/a,Mace Meadows,33480047000,10/4/2016,31,31,,,No Net Loss,2.48,Res. Low Density,High-Density Multi-family,9 DU/AC,25 DU/AC,62,Vacant,
DUBLIN,ALAMEDA,2019,986-0034-013-01,5201 Ironhorse Pkwy,Transit Center Site D-1,None,5/15/2018,102,57,,,No Net Loss,2.46,Campus Office,Planned Development,0,195,159,Vacant,County Surplus Property
SUISUN CITY,SOLANO,2019,See Notes,No Address,No development project yet.,Part of Specific Plan Update,11/1/2016,33,20,,,Unaccommodated Need,2.63,Downtown Waterfront,Downtown Mixed Use,20,45,53,Non-Vacant,"Existing uses on-site. Will need to consolidate the parcels, but all parcels owned by a single entity. 0032-081-310, 060, 050, 070, 320 and 0032-082-140"
SUISUN CITY,SOLANO,2019,"0032-411-070, 080, 090, 100,  and 110",No Address,No development project yet.,Part of Zoning Code Update,3/1/2017,40,24,,,Unaccommodated Need,3.22,Mixed Use,High Density Residential 2,20,45,64,Vacant,Land is vacant.
CALEXICO,IMPERIAL,2019,058-155-008,n/a,CS Potential,Hwy 98 Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.16,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2019,058-155-003,n/a,CS Potential,Hwy 98 Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.16,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2019,058-155-004,n/a,CS Potential,Hwy 98 Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.16,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2019,058-263-009,n/a,CS Potential,Imperial Ave Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.27,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2019,058-352-007,n/a,CS Potential,Imperial Ave Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.42,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2019,058-415-014,n/a,CS Potential,Imperial Ave Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.61,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
AMADOR COUNTY,AMADOR,2020,044100027000,n/a,Wicklow,44100027000,10/4/2016,508,508,,,No Net Loss,140,Regional Service Center,Single-Family Residential,0.2 DU/AC,7.26 DU/AC,1016,Vacant,Vacant
AMADOR COUNTY,AMADOR,2020,011270013000,n/a,Matulich,11270013000,10/4/2016,45,45,,,No Net Loss,5,Special Planning Area,High-Density Multi-family,0.2 DU/AC,18 DU/AC,90,Vacant,Vacant
AMADOR COUNTY,AMADOR,2020,011270015000,n/a,Matulich,11270015000,10/4/2016,45,45,,,No Net Loss,5,Special Planning Area,High-Density Multi-family,0.2 DU/AC,18 DU/AC,90,Vacant,Vacant
AMADOR COUNTY,AMADOR,2020,011270016000,n/a,Matulich,11270016000,10/4/2016,45,45,,,No Net Loss,5,Special Planning Area,High-Density Multi-family,0.2 DU/AC,18 DU/AC,90,Vacant,Vacant
AMADOR COUNTY,AMADOR,2020,011270017000,n/a,Matulich,11270017000,10/4/2016,45,45,,,No Net Loss,5,Special Planning Area,High-Density Multi-family,0.2 DU/AC,18 DU/AC,90,Vacant,Vacant
AMADOR COUNTY,AMADOR,2020,011270018000,n/a,Matulich,11270018000,10/4/2016,45,45,,,No Net Loss,5,Special Planning Area,High-Density Multi-family,0.2 DU/AC,18 DU/AC,90,Vacant,Vacant
AMADOR COUNTY,AMADOR,2020,033480046000,n/a,Mace Meadows,33480046000,10/4/2016,18,19,,,No Net Loss,1.5,Res. Low Density,High-Density Multi-family,9 DU/AC,25 DU/AC,37,Vacant,Vacant
AMADOR COUNTY,AMADOR,2020,033480047000,n/a,Mace Meadows,33480047000,10/4/2016,31,31,,,No Net Loss,2.48,Res. Low Density,High-Density Multi-family,9 DU/AC,25 DU/AC,62,Vacant,Vacant
STANTON,ORANGE,2020,079-762-26 and 079-762-61,7161 Katella Avenue,Stanton Inn and Suites,"Zone Change ZC 20-02, GPA20-01",11/10/2020,72,,,,No Net Loss,1.02,High Density Residential,RH- High Density Residential,41,64,72,Non-Vacant,Rezone for an exsiting motel to supportive housingbecome project Homekey.
CALEXICO,IMPERIAL,2020,058-155-007,n/a,CS Potential,Hwy 98 Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.16,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2020,058-155-008,n/a,CS Potential,Hwy 98 Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.16,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2020,058-155-003,n/a,CS Potential,Hwy 98 Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.16,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2020,058-155-004,n/a,CS Potential,Hwy 98 Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.16,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2020,058-263-009,n/a,CS Potential,Imperial Ave Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.27,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2020,058-352-007,n/a,CS Potential,Imperial Ave Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.42,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
CALEXICO,IMPERIAL,2020,058-415-014,n/a,CS Potential,Imperial Ave Corridor,6/1/2021,721,360,,,Shortfall of Sites,0.61,Commercial,Commercial Highway (CH),0,0,25,Vacant,Vacant Commercial Land
DUBLIN,ALAMEDA,2020,986-0034-013-01,5201 Ironhorse Pkwy,Transit Center Site D-1,None,5/15/2018,102,57,,,No Net Loss,2.46,Campus Office,Planned Development,0,195,159,Vacant,County Surplus Property
SUISUN CITY,SOLANO,2021,"0032081310;060,050,070,320; 0032082140",Not addressed,No development project yet.,Part of the Specific Plan Update.,11/1/2016,45,8,,,Unaccommodated Need,2.63,Downtown Waterfront,Downtown Mixed Use,20,45,53,Non-Vacant,"Existing uses on-site. Will need to consolidate the parcels, but all parcels owned by a single entity."
SUISUN CITY,SOLANO,2021,"0032-042-120, 130, and 640",Not addressed,No development project yet.,Part of the Specific Plan Update.,11/1/2016,26,57,,,Unaccommodated Need,3.31,Downtown Waterfront,Downtown Mixed Use,20,45,83,Non-Vacant,Site is existing Park N Ride property
SUISUN CITY,SOLANO,2021,"0032-281-060, 110, and 130",Not addressed,No development project yet.,Part of the Specific Plan Update.,11/1/2016,122,0,,,Unaccommodated Need,4.05,Downtown Waterfront,Residential High Density,20,45,122,Vacant,Mulitple ownership. Will Need to consolidate the parcels.
TWENTYNINE PALMS,SAN BERNARDINO,2021,0618-262-05,"73660 Civic Center Dr, Twentynine Palms, CA 92277",City Hall Affordable Housing,AH-1,5/26/2022,20,50,,,Unaccommodated Need,3,R-HD,R-HD,8,20,20,Vacant,Vacant
TWENTYNINE PALMS,SAN BERNARDINO,2021,0618-262-05,"73660 Civic Center Dr, Twentynine Palms, CA 92277",City Hall Affordable Housing,AH-1,5/26/2022,20,50,,,Unaccommodated Need,3,R-HD,R-HD,8,20,20,Vacant,Vacant
MONTEBELLO,LOS ANGELES,2020,6348-001-014/015,101/111 E. Whittier Blvd.,Housing Opportunity Overlay (HOO),ZCA01-20,5/15/2020,20,21,,,Unaccommodated Need,0.5,General Commercial,HOO,20,80,41,Non-Vacant,Existing commercial buildings
MONTEBELLO,LOS ANGELES,2020,6343-014-031,113 N. Garfield,Housing Opportunity Overlay (HOO),ZCA01-21,5/16/2020,22,22,,,Unaccommodated Need,0.69,General Commercial,HOO,20,80,44,Non-Vacant,Existing commercial buildings
MONTEBELLO,LOS ANGELES,2020,6350-022-020,501 S. Montebello Blvd.,Housing Opportunity Overlay (HOO),ZCA01-22,5/17/2020,38,39,,,Unaccommodated Need,2.12,General Commercial,HOO,20,80,77,Vacant,undeveloped
MONTEBELLO,LOS ANGELES,2020,6347-012-009,140 E. Whittier Blvd.,Housing Opportunity Overlay (HOO),ZCA01-23,5/18/2020,75,75,,,Unaccommodated Need,2.36,Multiple-Family  Residential,HOO,20,80,150,Vacant,Unoccupied residential buildings
MONTEBELLO,LOS ANGELES,2020,6343-014-031,"244/236 George Hensel Dr., 1100/1112 W. Olympic Blvd.",Housing Opportunity Overlay (HOO),ZCA01-24,5/19/2020,181,182,,,Unaccommodated Need,5.6,General Commercial,HOO,20,80,363,Non-Vacant,Unoccupied government building and truck storage
AMADOR COUNTY,AMADOR,2021,n/a,Wicklow,44100027000,44100027000,10/4/2016,508,508,,,No Net Loss,140,Regional Service Center,Single-Family Residential,0.2 DU/AC,7.26 DU/AC,1016,Vacant,Vacant
ORANGE COVE,FRESNO,2020,375-004-26,Sumner Avenue,Macias Annexation,Annexation 2020-01,3/1/2020,101,14,,,No Net Loss,20,low/high desnity residential,R-1/RM-3,5,29,15,Vacant,vacant ag. and
ORANGE COVE,FRESNO,2021,375-004-26,Sumner Avenue,Macias Annexation,Annexation 2020-01,3/1/2020,101,14,,,No Net Loss,20,low/high desnity residential,R-1/RM-3,5,29,15,Vacant,vacant ag. and
ORANGE COVE,FRESNO,2021,375-030-017,Jacobs/Adams,Howard Annexation,Annexation 2020-02,3/1/2020,100,156,,,No Net Loss,40,low//high desnity residential,R-1/RM-3,5,29,15,Vacant,vacant ag. land
COACHELLA,RIVERSIDE,2021,763-060-048,n/a,B4 Ranch,B4 Ranch,9/29/2021,657,657,,,Shortfall of Sites,56.99,Urban Neighborhood,Residential Multiple Family General and Residential Family Urban,20 DU/ACRE,38 du/acre,1314,Vacant,Farming
COACHELLA,RIVERSIDE,2021,778-390-007,n/a,Ave 53 Rezoning,Ave 53 Rezoning,10/27/2021,456,457,,,Shortfall of Sites,77.27,Urban Employment Center,Residential Family Urban and Manufacturing Service,20 DU/ACRE,38 du/acre,913,Vacant,Farming
COACHELLA,RIVERSIDE,2021,778-390-005,n/a,Ave 53 Rezoning,Ave 53 Rezoning,10/27/2021,139,139,,,Shortfall of Sites,30.67,Urban Employment Center,Residential Family Urban and Manufacturing Service,20 DU/ACRE,39 du/acre,278,Vacant,Farming
COACHELLA,RIVERSIDE,2021,778-390-004,n/a,Ave 53 Rezoning,Ave 53 Rezoning,10/27/2021,100,40,,,Shortfall of Sites,4.85,Urban Employment Center,Residential Family Urban,21 du/acre,40 du/acre,140,Vacant,Farming
COACHELLA,RIVERSIDE,2021,778-390-003,n/a,Ave 53 Rezoning,Ave 53 Rezoning,10/27/2021,42,0,,,Shortfall of Sites,4.7,Urban Employment Center,Resdential Multiple Family Urban,20 DU/ACRE,38 du/acre,42,Vacant,Vacant
BRISBANE,SAN MATEO,2018,005212100,25 Park Place,Parkside Overlay,,2/1/2018,17,18,,,Shortfall of Sites,1.25,PRTC,PAOZ-1,20,28,35,Non-Vacant,Office
BRISBANE,SAN MATEO,2018,005202160,43 Park Place,Parkside Overlay,,2/1/2018,15,16,,,Shortfall of Sites,1.11,PRTC,PAOZ-1,20,28,31,Non-Vacant,Office
BRISBANE,SAN MATEO,2018,005190100,145 Park Lane,Parkside Overlay,,2/1/2018,40,40,,,Shortfall of Sites,2.87,PRTC,PAOZ-2,20,28,80,Non-Vacant,Warehouse
BRISBANE,SAN MATEO,2018,005202200,91-99 Park Lane,Parkside Overlay,,2/1/2018,25,26,,,Shortfall of Sites,1.85,PRTC,PAOZ-2,20,28,51,Non-Vacant,Warehouse
